LINHA;NOME DA ESTAÇÃO;SIGLA DA ESTAÇÃO;DESCRIÇÃO DO PRODUTO;GRUPO v1;GRUPO;LOCALIZACAO;Codigo;Codigov2;;PAINEL
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-22;REP-PER-22;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-23;REP-PER-23;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-24;REP-PER-24;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-25;REP-PER-25;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-26;REP-PER-26;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-27;REP-PER-27;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-28;REP-PER-28;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-29;REP-PER-29;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-3;REP-PER-3;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-30;REP-PER-30;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-31;REP-PER-31;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-32;REP-PER-32;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-33;REP-PER-33;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-34;REP-PER-34;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-35;REP-PER-35;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-36;REP-PER-36;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-37;REP-PER-37;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-38;REP-PER-38;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-39;REP-PER-39;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-4;REP-PER-4;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-40;REP-PER-40;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-41;REP-PER-41;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-42;REP-PER-42;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-43;REP-PER-43;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-44;REP-PER-44;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-45;REP-PER-45;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-46;REP-PER-46;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-47;REP-PER-47;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-48;REP-PER-48;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-49;REP-PER-49;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-5;REP-PER-5;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-50;REP-PER-50;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-51;REP-PER-51;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-52;REP-PER-52;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-53;REP-PER-53;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-54;REP-PER-54;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-55;REP-PER-55;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-56;REP-PER-56;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-57;REP-PER-57;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-6;REP-PER-6;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-7;REP-PER-7;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-8;REP-PER-8;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-9;REP-PER-9;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;REP-PP -3;REP-PP-3;;
3;ESTACAO REPUBLICA             ;REP;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;REP-PS -1;REP-PS-1;;
3;ESTACAO REPUBLICA             ;REP;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;REP-PS -4;REP-PS-4;;
2;ESTACAO REPUBLICA             ;REP;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;REP-PS -2;REP-PS-2;;
3;ESTACAO REPUBLICA             ;REP;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;REP-AS -4 ;REP-AS-4;;
3;ESTACAO REPUBLICA             ;REP;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;REP-MLS-21;REP-MLS-21;;
3;ESTACAO REPUBLICA             ;REP;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;REP-MPS-20;REP-MPS-20;;
3;ESTACAO REPUBLICA             ;REP;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;REP-PS -3;REP-PS-3;;
2;ESTACAO SACOMA                ;SAC;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SAC-MLS-2;SAC-MLS-2;x;
2;ESTACAO SACOMA                ;SAC;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SAC-MLS-1;SAC-MLS-1;;
2;ESTACAO SACOMA                ;SAC;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAC-AS -1;SAC-AS-1;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-1;SAC-PER-1;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-10;SAC-PER-10;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-11;SAC-PER-11;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-12;SAC-PER-12;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-13;SAC-PER-13;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-14;SAC-PER-14;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-15;SAC-PER-15;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-16;SAC-PER-16;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-17;SAC-PER-17;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-18;SAC-PER-18;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-19;SAC-PER-19;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-2;SAC-PER-2;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-20;SAC-PER-20;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-21;SAC-PER-21;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-22;SAC-PER-22;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-23;SAC-PER-23;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-24;SAC-PER-24;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-3;SAC-PER-3;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-4;SAC-PER-4;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-5;SAC-PER-5;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-6;SAC-PER-6;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-7;SAC-PER-7;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-8;SAC-PER-8;;
2;ESTACAO SACOMA                ;SAC;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SAC-PER-9;SAC-PER-9;;
2;ESTACAO SANTA CECILIA         ;CEC;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;CEC-PDF-2;CEC-PDF-2;x;
2;ESTACAO SANTA CECILIA         ;CEC;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CEC-PS -2;CEC-PS-2;;
2;ESTACAO SANTA CECILIA         ;CEC;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CEC-PS -3;CEC-PS-3;;
3;ESTACAO SANTA CECILIA         ;CEC;SUPERBACKLIGHT MEZANINO ;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;MEZANINO ;CEC-MSB-1;CEC-MSB-1;;
3;ESTACAO SANTA CECILIA         ;CEC;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;CEC-MLS-15;CEC-MLS-15;;
3;ESTACAO SANTA CECILIA         ;CEC;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;CEC-PDF-3;CEC-PDF-3;;
3;ESTACAO SANTA CECILIA         ;CEC;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;CEC-PDF-4;CEC-PDF-4;;
3;ESTACAO SANTA CECILIA         ;CEC;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CEC-PS -1;CEC-PS-1;;
2;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-11;SCZ-MLS-11;x;
3;ESTACAO SANTA CRUZ            ;SCZ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SCZ-PS -1;SCZ-PS-1;;
3;ESTACAO SANTA CRUZ            ;SCZ;SUPERBACKLIGHT PLATAFORMA;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;PLATAFORMA;SCZ-PSB-2;SCZ-PSB-2;;
3;ESTACAO SANTA CRUZ            ;SCZ;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;SCZ-MLP-3;SCZ-MLP-3;;
3;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-13;SCZ-MLS-13;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SCZ-MPS-16;SCZ-MPS-16;;
3;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SCZ-MPS-20;SCZ-MPS-20;;
3;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-1;SCZ-PDF-1;;
3;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-11;SCZ-PDF-11;;
2;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-2;SCZ-PDF-2;;
3;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-3;SCZ-PDF-3;;
3;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-5;SCZ-PDF-5;;
3;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-6;SCZ-PDF-6;;
3;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-7;SCZ-PDF-7;;
3;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-9;SCZ-PDF-9;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-12;SCZ-MLS-12;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-14;SCZ-MLS-14;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-2;SCZ-MLS-2;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-21;SCZ-MLS-21;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-9;SCZ-MLS-9;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SCZ-MPS-19;SCZ-MPS-19;;
1;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-8;SCZ-PDF-8;;
1;ESTACAO SANTA CRUZ            ;SCZ;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;SCZ-MLP-5;SCZ-MLP-5;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SCZ-MPS-11;SCZ-MPS-11;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SCZ-MPS-6;SCZ-MPS-6;;
1;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-10;SCZ-PDF-10;;
1;ESTACAO SANTA CRUZ            ;SCZ;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;SCZ-PDF-4;SCZ-PDF-4;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-1;SCZ-PER-1;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-10;SCZ-PER-10;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-11;SCZ-PER-11;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-12;SCZ-PER-12;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-2;SCZ-PER-2;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-3;SCZ-PER-3;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-4;SCZ-PER-4;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-5;SCZ-PER-5;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-6;SCZ-PER-6;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-7;SCZ-PER-7;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-8;SCZ-PER-8;;
1;ESTACAO SANTA CRUZ            ;SCZ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;SCZ-PER-9;SCZ-PER-9;;
1;ESTACAO SANTA CRUZ            ;SCZ;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;SCZ-MPP-1 -;SCZ-MPP-1;;
1;ESTACAO SANTA CRUZ            ;SCZ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SCZ-MLS-17;SCZ-MLS-17;;
2;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -7;SAN-AS-7;x;
3;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -4;SAN-AS-4;;
3;ESTACAO SANTANA               ;SAN;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SAN-MPS-15;SAN-MPS-15;;
3;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -13;SAN-PS-13;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -5;SAN-PS-5;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -14;SAN-PS-14;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -6;SAN-PS-6;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -11;SAN-AS-11;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -5;SAN-AS-5;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -6;SAN-AS-6;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -8;SAN-AS-8;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -9;SAN-AS-9;;
1;ESTACAO SANTANA               ;SAN;HIPERBACKLIGHT MEZANINO;HIPERBACKLIGHT;PAINEL HIPERBACKLIGHT;MEZANINO;SAN-MHB-1;SAN-MHB-1;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -12;SAN-PS-12;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -15;SAN-PS-15;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -16;SAN-PS-16;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -17;SAN-PS-17;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -3;SAN-PS-3;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -8;SAN-PS-8;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -10;SAN-AS-10;;
1;ESTACAO SANTANA               ;SAN;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;SAN-MLS-2;SAN-MLS-2;;
1;ESTACAO SANTANA               ;SAN;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;SAN-MPS-1;SAN-MPS-1;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -9;SAN-PS-9;;
1;ESTACAO SANTANA               ;SAN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;SAN-PS -10;SAN-PS-10;;
1;ESTACAO SANTANA               ;SAN;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;SAN-MLP-1;SAN-MLP-1;;
1;ESTACAO SANTANA               ;SAN;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;SAN-MLP-3;SAN-MLP-3;;
1;ESTACAO SANTANA               ;SAN;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;SAN-MLP-4;SAN-MLP-4;;
1;ESTACAO SANTANA               ;SAN;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;SAN-MLP-6;SAN-MLP-6;;
1;ESTACAO SANTANA               ;SAN;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;SAN-MPP-1;SAN-MPP-1;;
1;ESTACAO SANTANA               ;SAN;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;SAN-MPP-2;SAN-MPP-2;;
1;ESTACAO SANTANA               ;SAN;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;SAN-MPP-3;SAN-MPP-3;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -1;SAN-AS-1;;
1;ESTACAO SANTANA               ;SAN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;SAN-AS -12;SAN-AS-12;;
